video_id,filename,class,class_name,pool_type,lighting,camera_angle,confidence
V0712,sample_0712.jpg,3,swimming_distress,outdoor,natural,overhead,0.93
V0713,sample_0713.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.89
V0714,sample_0714.jpg,2,drowning_passive,indoor,artificial,side_view,0.79
V0715,sample_0715.jpg,3,swimming_distress,outdoor,artificial,overhead,0.81
V0716,sample_0716.jpg,2,drowning_passive,indoor,low_light,side_view,0.9
V0717,sample_0717.jpg,2,drowning_passive,outdoor,natural,45_degree,0.95
V0718,sample_0718.jpg,2,drowning_passive,indoor,low_light,overhead,0.87
V0719,sample_0719.jpg,2,drowning_passive,outdoor,artificial,overhead,0.95
V0720,sample_0720.jpg,1,drowning_active,indoor,natural,overhead,0.8
V0721,sample_0721.jpg,0,normal_swimming,outdoor,low_light,side_view,0.85
V0722,sample_0722.jpg,1,drowning_active,outdoor,artificial,45_degree,0.85
V0723,sample_0723.jpg,2,drowning_passive,indoor,artificial,side_view,0.84
V0724,sample_0724.jpg,0,normal_swimming,outdoor,natural,45_degree,0.94
V0725,sample_0725.jpg,2,drowning_passive,indoor,artificial,overhead,0.91
V0726,sample_0726.jpg,1,drowning_active,outdoor,artificial,overhead,0.86
V0727,sample_0727.jpg,3,swimming_distress,outdoor,natural,overhead,0.86
V0728,sample_0728.jpg,1,drowning_active,indoor,low_light,45_degree,0.93
V0729,sample_0729.jpg,0,normal_swimming,indoor,natural,overhead,0.86
V0730,sample_0730.jpg,1,drowning_active,indoor,artificial,side_view,0.93
V0731,sample_0731.jpg,1,drowning_active,outdoor,low_light,side_view,0.77
V0732,sample_0732.jpg,3,swimming_distress,outdoor,low_light,overhead,0.97
V0733,sample_0733.jpg,3,swimming_distress,indoor,low_light,45_degree,0.98
V0734,sample_0734.jpg,2,drowning_passive,indoor,artificial,overhead,0.97
V0735,sample_0735.jpg,1,drowning_active,outdoor,artificial,side_view,0.8
V0736,sample_0736.jpg,2,drowning_passive,outdoor,low_light,side_view,0.83
V0737,sample_0737.jpg,0,normal_swimming,outdoor,natural,overhead,0.88
V0738,sample_0738.jpg,2,drowning_passive,indoor,artificial,overhead,0.97
V0739,sample_0739.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.93
V0740,sample_0740.jpg,0,normal_swimming,outdoor,natural,side_view,0.8
V0741,sample_0741.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.93
V0742,sample_0742.jpg,1,drowning_active,outdoor,natural,side_view,0.84
V0743,sample_0743.jpg,1,drowning_active,outdoor,low_light,overhead,0.8
V0744,sample_0744.jpg,3,swimming_distress,outdoor,low_light,overhead,0.82
V0745,sample_0745.jpg,1,drowning_active,outdoor,artificial,overhead,0.81
V0746,sample_0746.jpg,1,drowning_active,indoor,natural,overhead,0.82
V0747,sample_0747.jpg,1,drowning_active,outdoor,artificial,overhead,0.85
V0748,sample_0748.jpg,0,normal_swimming,outdoor,artificial,overhead,0.82
V0749,sample_0749.jpg,3,swimming_distress,indoor,low_light,45_degree,0.89
V0750,sample_0750.jpg,1,drowning_active,outdoor,artificial,45_degree,0.94
V0751,sample_0751.jpg,3,swimming_distress,indoor,low_light,45_degree,0.83
V0752,sample_0752.jpg,1,drowning_active,indoor,low_light,side_view,0.93
V0753,sample_0753.jpg,2,drowning_passive,indoor,low_light,overhead,0.91
V0754,sample_0754.jpg,0,normal_swimming,indoor,natural,45_degree,0.93
V0755,sample_0755.jpg,3,swimming_distress,indoor,natural,45_degree,0.98
V0756,sample_0756.jpg,1,drowning_active,outdoor,natural,side_view,0.77
V0757,sample_0757.jpg,1,drowning_active,indoor,natural,side_view,0.79
V0758,sample_0758.jpg,3,swimming_distress,indoor,low_light,45_degree,0.81
V0759,sample_0759.jpg,3,swimming_distress,outdoor,artificial,side_view,0.81
V0760,sample_0760.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.79
V0761,sample_0761.jpg,2,drowning_passive,indoor,artificial,overhead,0.92
V0762,sample_0762.jpg,2,drowning_passive,indoor,natural,side_view,0.77
V0763,sample_0763.jpg,3,swimming_distress,indoor,artificial,overhead,0.95
V0764,sample_0764.jpg,0,normal_swimming,outdoor,natural,overhead,0.82
V0765,sample_0765.jpg,3,swimming_distress,outdoor,natural,45_degree,0.96
V0766,sample_0766.jpg,2,drowning_passive,indoor,natural,45_degree,0.75
V0767,sample_0767.jpg,2,drowning_passive,outdoor,artificial,side_view,0.92
V0768,sample_0768.jpg,3,swimming_distress,indoor,artificial,side_view,0.9
V0769,sample_0769.jpg,1,drowning_active,indoor,natural,45_degree,0.96
V0770,sample_0770.jpg,3,swimming_distress,outdoor,natural,overhead,0.9
V0771,sample_0771.jpg,1,drowning_active,outdoor,natural,45_degree,0.85
V0772,sample_0772.jpg,0,normal_swimming,outdoor,low_light,overhead,0.81
V0773,sample_0773.jpg,2,drowning_passive,indoor,low_light,side_view,0.92
V0774,sample_0774.jpg,0,normal_swimming,indoor,low_light,side_view,0.84
V0775,sample_0775.jpg,2,drowning_passive,outdoor,artificial,side_view,0.98
V0776,sample_0776.jpg,0,normal_swimming,indoor,low_light,side_view,0.8
V0777,sample_0777.jpg,2,drowning_passive,indoor,natural,45_degree,0.8
V0778,sample_0778.jpg,1,drowning_active,outdoor,artificial,overhead,0.76
V0779,sample_0779.jpg,2,drowning_passive,indoor,natural,45_degree,0.93
V0780,sample_0780.jpg,2,drowning_passive,indoor,artificial,overhead,0.86
V0781,sample_0781.jpg,2,drowning_passive,outdoor,low_light,side_view,0.83
V0782,sample_0782.jpg,0,normal_swimming,indoor,natural,side_view,0.99
V0783,sample_0783.jpg,0,normal_swimming,outdoor,low_light,overhead,0.92
V0784,sample_0784.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.91
V0785,sample_0785.jpg,0,normal_swimming,indoor,natural,overhead,0.91
V0786,sample_0786.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.99
V0787,sample_0787.jpg,2,drowning_passive,outdoor,natural,45_degree,0.77
V0788,sample_0788.jpg,3,swimming_distress,outdoor,artificial,side_view,0.9
V0789,sample_0789.jpg,0,normal_swimming,outdoor,natural,45_degree,0.85
V0790,sample_0790.jpg,3,swimming_distress,indoor,low_light,side_view,0.79
V0791,sample_0791.jpg,1,drowning_active,indoor,low_light,overhead,0.97
V0792,sample_0792.jpg,2,drowning_passive,outdoor,artificial,overhead,0.78
V0793,sample_0793.jpg,3,swimming_distress,indoor,artificial,45_degree,0.8
V0794,sample_0794.jpg,3,swimming_distress,indoor,artificial,overhead,0.86
V0795,sample_0795.jpg,0,normal_swimming,indoor,low_light,side_view,0.89
V0796,sample_0796.jpg,0,normal_swimming,outdoor,artificial,overhead,0.93
V0797,sample_0797.jpg,1,drowning_active,indoor,low_light,side_view,0.99
V0798,sample_0798.jpg,1,drowning_active,outdoor,low_light,45_degree,0.96
V0799,sample_0799.jpg,1,drowning_active,outdoor,artificial,45_degree,0.95
V0800,sample_0800.jpg,2,drowning_passive,indoor,low_light,overhead,0.93
V0801,sample_0801.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.87
V0802,sample_0802.jpg,3,swimming_distress,indoor,artificial,overhead,0.86
V0803,sample_0803.jpg,0,normal_swimming,indoor,low_light,side_view,0.91
V0804,sample_0804.jpg,1,drowning_active,indoor,low_light,45_degree,0.83
V0805,sample_0805.jpg,3,swimming_distress,indoor,low_light,45_degree,0.93
V0806,sample_0806.jpg,1,drowning_active,outdoor,natural,45_degree,0.8
V0807,sample_0807.jpg,1,drowning_active,indoor,artificial,45_degree,0.88
V0808,sample_0808.jpg,2,drowning_passive,outdoor,natural,side_view,0.78
V0809,sample_0809.jpg,2,drowning_passive,outdoor,low_light,side_view,0.93
V0810,sample_0810.jpg,0,normal_swimming,indoor,low_light,45_degree,0.95
V0811,sample_0811.jpg,2,drowning_passive,indoor,artificial,side_view,0.96
V0812,sample_0812.jpg,1,drowning_active,indoor,low_light,overhead,0.83
V0813,sample_0813.jpg,2,drowning_passive,outdoor,artificial,overhead,0.86
V0814,sample_0814.jpg,0,normal_swimming,indoor,low_light,overhead,0.81
V0815,sample_0815.jpg,3,swimming_distress,outdoor,natural,45_degree,0.86
V0816,sample_0816.jpg,0,normal_swimming,outdoor,low_light,side_view,0.94
V0817,sample_0817.jpg,1,drowning_active,outdoor,natural,side_view,0.8
V0818,sample_0818.jpg,1,drowning_active,indoor,low_light,side_view,0.89
V0819,sample_0819.jpg,1,drowning_active,indoor,natural,side_view,0.8
V0820,sample_0820.jpg,0,normal_swimming,outdoor,artificial,side_view,0.86
V0821,sample_0821.jpg,1,drowning_active,outdoor,natural,45_degree,0.77
V0822,sample_0822.jpg,0,normal_swimming,indoor,low_light,45_degree,0.93
V0823,sample_0823.jpg,3,swimming_distress,outdoor,natural,overhead,0.99
V0824,sample_0824.jpg,1,drowning_active,indoor,low_light,side_view,0.83
V0825,sample_0825.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.81
V0826,sample_0826.jpg,2,drowning_passive,outdoor,low_light,overhead,0.82
V0827,sample_0827.jpg,3,swimming_distress,outdoor,natural,overhead,0.85
V0828,sample_0828.jpg,1,drowning_active,indoor,artificial,side_view,0.83
V0829,sample_0829.jpg,3,swimming_distress,indoor,artificial,45_degree,0.83
V0830,sample_0830.jpg,0,normal_swimming,indoor,natural,overhead,0.82
V0831,sample_0831.jpg,0,normal_swimming,outdoor,artificial,overhead,0.8
V0832,sample_0832.jpg,3,swimming_distress,outdoor,low_light,overhead,0.95
V0833,sample_0833.jpg,1,drowning_active,indoor,natural,45_degree,0.92
V0834,sample_0834.jpg,2,drowning_passive,indoor,low_light,overhead,0.77
V0835,sample_0835.jpg,3,swimming_distress,outdoor,natural,45_degree,0.77
V0836,sample_0836.jpg,0,normal_swimming,indoor,low_light,overhead,0.92
V0837,sample_0837.jpg,3,swimming_distress,indoor,low_light,overhead,0.91
V0838,sample_0838.jpg,3,swimming_distress,indoor,artificial,side_view,0.97
V0839,sample_0839.jpg,2,drowning_passive,outdoor,artificial,side_view,0.85
V0840,sample_0840.jpg,2,drowning_passive,indoor,artificial,overhead,0.87
V0841,sample_0841.jpg,0,normal_swimming,indoor,natural,45_degree,0.9
V0842,sample_0842.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.8
V0843,sample_0843.jpg,1,drowning_active,outdoor,natural,45_degree,0.77
V0844,sample_0844.jpg,0,normal_swimming,outdoor,low_light,side_view,0.92
V0845,sample_0845.jpg,0,normal_swimming,indoor,low_light,side_view,0.89
V0846,sample_0846.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.78
V0847,sample_0847.jpg,3,swimming_distress,indoor,natural,45_degree,0.98
V0848,sample_0848.jpg,1,drowning_active,outdoor,natural,overhead,0.95
V0849,sample_0849.jpg,3,swimming_distress,indoor,artificial,side_view,0.81
V0850,sample_0850.jpg,1,drowning_active,indoor,low_light,overhead,0.91
V0851,sample_0851.jpg,2,drowning_passive,indoor,low_light,45_degree,0.86
V0852,sample_0852.jpg,2,drowning_passive,outdoor,natural,45_degree,0.89
V0853,sample_0853.jpg,3,swimming_distress,outdoor,artificial,side_view,0.78
V0854,sample_0854.jpg,1,drowning_active,outdoor,artificial,overhead,0.83
V0855,sample_0855.jpg,2,drowning_passive,outdoor,low_light,overhead,0.99
V0856,sample_0856.jpg,1,drowning_active,outdoor,natural,overhead,0.84
V0857,sample_0857.jpg,1,drowning_active,indoor,artificial,45_degree,0.99
V0858,sample_0858.jpg,2,drowning_passive,indoor,artificial,side_view,0.76
V0859,sample_0859.jpg,3,swimming_distress,indoor,natural,overhead,0.86
V0860,sample_0860.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.99
V0861,sample_0861.jpg,2,drowning_passive,indoor,low_light,overhead,0.77
V0862,sample_0862.jpg,0,normal_swimming,indoor,low_light,overhead,0.87
V0863,sample_0863.jpg,2,drowning_passive,indoor,low_light,45_degree,0.76
V0864,sample_0864.jpg,2,drowning_passive,outdoor,natural,side_view,0.9
V0865,sample_0865.jpg,0,normal_swimming,indoor,artificial,45_degree,0.79
V0866,sample_0866.jpg,3,swimming_distress,indoor,artificial,45_degree,0.97
V0867,sample_0867.jpg,3,swimming_distress,outdoor,low_light,side_view,0.86
V0868,sample_0868.jpg,3,swimming_distress,outdoor,artificial,side_view,0.92
V0869,sample_0869.jpg,1,drowning_active,indoor,natural,45_degree,0.81
V0870,sample_0870.jpg,0,normal_swimming,indoor,low_light,side_view,0.78
V0871,sample_0871.jpg,1,drowning_active,indoor,low_light,45_degree,0.93
V0872,sample_0872.jpg,2,drowning_passive,indoor,natural,side_view,0.76
V0873,sample_0873.jpg,3,swimming_distress,outdoor,artificial,overhead,0.93
V0874,sample_0874.jpg,2,drowning_passive,indoor,artificial,side_view,0.82
V0875,sample_0875.jpg,0,normal_swimming,indoor,natural,side_view,0.78
V0876,sample_0876.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.79
V0877,sample_0877.jpg,1,drowning_active,outdoor,low_light,overhead,0.86
V0878,sample_0878.jpg,2,drowning_passive,indoor,natural,overhead,0.86
V0879,sample_0879.jpg,2,drowning_passive,indoor,artificial,overhead,0.92
V0880,sample_0880.jpg,1,drowning_active,outdoor,low_light,overhead,0.96
V0881,sample_0881.jpg,2,drowning_passive,indoor,low_light,overhead,0.89
V0882,sample_0882.jpg,3,swimming_distress,indoor,low_light,side_view,0.81
V0883,sample_0883.jpg,3,swimming_distress,outdoor,artificial,overhead,0.84
V0884,sample_0884.jpg,0,normal_swimming,outdoor,artificial,side_view,0.99
V0885,sample_0885.jpg,2,drowning_passive,indoor,artificial,overhead,0.96
V0886,sample_0886.jpg,0,normal_swimming,indoor,artificial,overhead,0.91
V0887,sample_0887.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.76
V0888,sample_0888.jpg,0,normal_swimming,indoor,artificial,overhead,0.8
V0889,sample_0889.jpg,0,normal_swimming,indoor,natural,side_view,0.92
V0890,sample_0890.jpg,1,drowning_active,indoor,natural,45_degree,0.8
V0891,sample_0891.jpg,1,drowning_active,indoor,low_light,side_view,0.94
V0892,sample_0892.jpg,3,swimming_distress,outdoor,natural,45_degree,0.89
V0893,sample_0893.jpg,3,swimming_distress,outdoor,natural,side_view,0.82
V0894,sample_0894.jpg,0,normal_swimming,outdoor,low_light,overhead,0.77
V0895,sample_0895.jpg,1,drowning_active,indoor,low_light,45_degree,0.98
V0896,sample_0896.jpg,2,drowning_passive,outdoor,artificial,side_view,0.95
V0897,sample_0897.jpg,2,drowning_passive,indoor,artificial,overhead,0.98
V0898,sample_0898.jpg,2,drowning_passive,indoor,low_light,side_view,0.81
V0899,sample_0899.jpg,1,drowning_active,indoor,artificial,45_degree,0.95
V0900,sample_0900.jpg,2,drowning_passive,indoor,artificial,overhead,0.77
V0901,sample_0901.jpg,0,normal_swimming,outdoor,artificial,overhead,0.96
V0902,sample_0902.jpg,0,normal_swimming,outdoor,artificial,overhead,0.96
V0903,sample_0903.jpg,3,swimming_distress,indoor,artificial,overhead,0.85
V0904,sample_0904.jpg,1,drowning_active,outdoor,low_light,side_view,0.98
V0905,sample_0905.jpg,0,normal_swimming,indoor,natural,side_view,0.76
V0906,sample_0906.jpg,0,normal_swimming,indoor,artificial,overhead,0.85
V0907,sample_0907.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.99
V0908,sample_0908.jpg,2,drowning_passive,indoor,natural,45_degree,0.86
V0909,sample_0909.jpg,2,drowning_passive,indoor,natural,side_view,0.93
V0910,sample_0910.jpg,0,normal_swimming,outdoor,artificial,overhead,0.98
V0911,sample_0911.jpg,2,drowning_passive,indoor,artificial,overhead,0.97
V0912,sample_0912.jpg,3,swimming_distress,outdoor,natural,side_view,0.84
V0913,sample_0913.jpg,2,drowning_passive,outdoor,artificial,overhead,0.85
V0914,sample_0914.jpg,3,swimming_distress,outdoor,natural,side_view,0.81
V0915,sample_0915.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.79
V0916,sample_0916.jpg,3,swimming_distress,indoor,artificial,45_degree,0.92
V0917,sample_0917.jpg,1,drowning_active,indoor,low_light,side_view,0.96
V0918,sample_0918.jpg,0,normal_swimming,indoor,natural,side_view,0.85
V0919,sample_0919.jpg,2,drowning_passive,indoor,low_light,side_view,0.91
V0920,sample_0920.jpg,1,drowning_active,outdoor,natural,45_degree,0.94
V0921,sample_0921.jpg,3,swimming_distress,indoor,low_light,side_view,0.98
V0922,sample_0922.jpg,1,drowning_active,outdoor,natural,side_view,0.84
V0923,sample_0923.jpg,1,drowning_active,indoor,artificial,45_degree,0.84
V0924,sample_0924.jpg,2,drowning_passive,indoor,artificial,side_view,0.89
V0925,sample_0925.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.88
V0926,sample_0926.jpg,1,drowning_active,indoor,natural,45_degree,0.8
V0927,sample_0927.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.8
V0928,sample_0928.jpg,0,normal_swimming,indoor,artificial,side_view,0.89
V0929,sample_0929.jpg,3,swimming_distress,indoor,low_light,side_view,0.87
V0930,sample_0930.jpg,1,drowning_active,outdoor,low_light,overhead,0.77
V0931,sample_0931.jpg,0,normal_swimming,outdoor,low_light,side_view,0.77
V0932,sample_0932.jpg,1,drowning_active,outdoor,artificial,overhead,0.9
V0933,sample_0933.jpg,1,drowning_active,indoor,artificial,side_view,0.89
V0934,sample_0934.jpg,3,swimming_distress,outdoor,natural,overhead,0.95
V0935,sample_0935.jpg,2,drowning_passive,outdoor,artificial,side_view,0.98
V0936,sample_0936.jpg,0,normal_swimming,indoor,artificial,side_view,0.79
V0937,sample_0937.jpg,3,swimming_distress,outdoor,artificial,overhead,0.92
V0938,sample_0938.jpg,2,drowning_passive,indoor,natural,45_degree,0.96
V0939,sample_0939.jpg,1,drowning_active,indoor,low_light,45_degree,0.94
V0940,sample_0940.jpg,2,drowning_passive,indoor,natural,side_view,0.79
V0941,sample_0941.jpg,0,normal_swimming,indoor,low_light,overhead,0.9
V0942,sample_0942.jpg,1,drowning_active,indoor,low_light,overhead,0.95
V0943,sample_0943.jpg,3,swimming_distress,indoor,low_light,overhead,0.98
V0944,sample_0944.jpg,2,drowning_passive,outdoor,natural,side_view,0.77
V0945,sample_0945.jpg,0,normal_swimming,indoor,artificial,overhead,0.77
V0946,sample_0946.jpg,2,drowning_passive,outdoor,artificial,overhead,0.81
V0947,sample_0947.jpg,3,swimming_distress,indoor,artificial,overhead,0.86
V0948,sample_0948.jpg,1,drowning_active,outdoor,artificial,side_view,0.79
V0949,sample_0949.jpg,0,normal_swimming,indoor,low_light,45_degree,0.98
V0950,sample_0950.jpg,0,normal_swimming,indoor,low_light,overhead,0.98
V0951,sample_0951.jpg,0,normal_swimming,indoor,natural,45_degree,0.93
V0952,sample_0952.jpg,1,drowning_active,outdoor,artificial,overhead,0.84
V0953,sample_0953.jpg,1,drowning_active,indoor,natural,overhead,0.93
V0954,sample_0954.jpg,0,normal_swimming,outdoor,low_light,side_view,0.92
V0955,sample_0955.jpg,1,drowning_active,indoor,low_light,overhead,0.82
V0956,sample_0956.jpg,0,normal_swimming,outdoor,natural,overhead,0.94
V0957,sample_0957.jpg,1,drowning_active,indoor,natural,side_view,0.77
V0958,sample_0958.jpg,3,swimming_distress,indoor,natural,side_view,0.76
V0959,sample_0959.jpg,2,drowning_passive,outdoor,low_light,side_view,0.89
V0960,sample_0960.jpg,2,drowning_passive,outdoor,natural,side_view,0.9
V0961,sample_0961.jpg,0,normal_swimming,outdoor,low_light,side_view,0.9
V0962,sample_0962.jpg,2,drowning_passive,outdoor,artificial,side_view,0.89
V0963,sample_0963.jpg,1,drowning_active,outdoor,artificial,side_view,0.93
V0964,sample_0964.jpg,1,drowning_active,indoor,artificial,overhead,0.85
V0965,sample_0965.jpg,0,normal_swimming,indoor,low_light,45_degree,0.95
V0966,sample_0966.jpg,1,drowning_active,indoor,natural,overhead,0.94
V0967,sample_0967.jpg,1,drowning_active,outdoor,low_light,side_view,0.91
V0968,sample_0968.jpg,3,swimming_distress,indoor,low_light,overhead,0.85
V0969,sample_0969.jpg,1,drowning_active,outdoor,natural,45_degree,0.8
V0970,sample_0970.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.8
V0971,sample_0971.jpg,1,drowning_active,outdoor,artificial,overhead,0.86
V0972,sample_0972.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.84
V0973,sample_0973.jpg,2,drowning_passive,outdoor,natural,side_view,0.97
V0974,sample_0974.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.85
V0975,sample_0975.jpg,1,drowning_active,indoor,natural,side_view,0.94
V0976,sample_0976.jpg,1,drowning_active,indoor,natural,overhead,0.93
V0977,sample_0977.jpg,3,swimming_distress,indoor,artificial,overhead,0.98
V0978,sample_0978.jpg,3,swimming_distress,indoor,artificial,overhead,0.78
V0979,sample_0979.jpg,3,swimming_distress,outdoor,natural,side_view,0.81
V0980,sample_0980.jpg,0,normal_swimming,indoor,low_light,45_degree,0.99
V0981,sample_0981.jpg,0,normal_swimming,outdoor,low_light,side_view,0.9
V0982,sample_0982.jpg,0,normal_swimming,outdoor,natural,side_view,0.8
V0983,sample_0983.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.81
V0984,sample_0984.jpg,2,drowning_passive,indoor,artificial,overhead,0.88
V0985,sample_0985.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.91
V0986,sample_0986.jpg,0,normal_swimming,indoor,low_light,45_degree,0.76
V0987,sample_0987.jpg,0,normal_swimming,outdoor,low_light,overhead,0.97
V0988,sample_0988.jpg,2,drowning_passive,outdoor,low_light,side_view,0.97
V0989,sample_0989.jpg,3,swimming_distress,outdoor,natural,side_view,0.96
V0990,sample_0990.jpg,0,normal_swimming,outdoor,natural,45_degree,0.84
V0991,sample_0991.jpg,2,drowning_passive,outdoor,low_light,overhead,0.8
V0992,sample_0992.jpg,0,normal_swimming,indoor,artificial,overhead,0.8
V0993,sample_0993.jpg,2,drowning_passive,outdoor,natural,45_degree,0.8
V0994,sample_0994.jpg,3,swimming_distress,indoor,natural,side_view,0.76
V0995,sample_0995.jpg,0,normal_swimming,outdoor,artificial,overhead,0.93
V0996,sample_0996.jpg,0,normal_swimming,indoor,natural,overhead,0.77
V0997,sample_0997.jpg,1,drowning_active,indoor,natural,side_view,0.94
V0998,sample_0998.jpg,1,drowning_active,outdoor,artificial,side_view,0.94
V0999,sample_0999.jpg,1,drowning_active,outdoor,low_light,side_view,0.85
V1000,sample_1000.jpg,1,drowning_active,outdoor,artificial,side_view,0.91
V1001,sample_1001.jpg,0,normal_swimming,outdoor,natural,side_view,0.92
V1002,sample_1002.jpg,0,normal_swimming,indoor,artificial,side_view,0.81
V1003,sample_1003.jpg,2,drowning_passive,indoor,natural,45_degree,0.81
V1004,sample_1004.jpg,0,normal_swimming,indoor,low_light,side_view,0.87
V1005,sample_1005.jpg,3,swimming_distress,outdoor,artificial,side_view,0.87
V1006,sample_1006.jpg,3,swimming_distress,outdoor,low_light,45_degree,0.9
V1007,sample_1007.jpg,3,swimming_distress,outdoor,natural,side_view,0.84
V1008,sample_1008.jpg,0,normal_swimming,outdoor,low_light,side_view,0.83
V1009,sample_1009.jpg,3,swimming_distress,outdoor,natural,side_view,0.95
V1010,sample_1010.jpg,2,drowning_passive,indoor,artificial,45_degree,0.98
V1011,sample_1011.jpg,0,normal_swimming,outdoor,low_light,45_degree,0.84
V1012,sample_1012.jpg,1,drowning_active,indoor,natural,side_view,0.87
V1013,sample_1013.jpg,1,drowning_active,outdoor,low_light,45_degree,0.76
V1014,sample_1014.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.82
V1015,sample_1015.jpg,3,swimming_distress,outdoor,artificial,overhead,0.9
V1016,sample_1016.jpg,1,drowning_active,indoor,low_light,side_view,0.86
V1017,sample_1017.jpg,3,swimming_distress,indoor,natural,45_degree,0.92
V1018,sample_1018.jpg,1,drowning_active,indoor,artificial,45_degree,0.9
V1019,sample_1019.jpg,1,drowning_active,outdoor,artificial,overhead,0.95
V1020,sample_1020.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.94
V1021,sample_1021.jpg,0,normal_swimming,indoor,low_light,overhead,0.89
V1022,sample_1022.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.91
V1023,sample_1023.jpg,0,normal_swimming,indoor,natural,side_view,0.85
V1024,sample_1024.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.95
V1025,sample_1025.jpg,2,drowning_passive,indoor,low_light,overhead,0.8
V1026,sample_1026.jpg,3,swimming_distress,outdoor,artificial,side_view,0.76
V1027,sample_1027.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.83
V1028,sample_1028.jpg,0,normal_swimming,indoor,artificial,45_degree,0.76
V1029,sample_1029.jpg,0,normal_swimming,indoor,artificial,side_view,0.81
V1030,sample_1030.jpg,3,swimming_distress,outdoor,artificial,overhead,0.95
V1031,sample_1031.jpg,2,drowning_passive,outdoor,low_light,45_degree,0.9
V1032,sample_1032.jpg,2,drowning_passive,indoor,natural,side_view,0.84
V1033,sample_1033.jpg,0,normal_swimming,indoor,natural,side_view,0.85
V1034,sample_1034.jpg,3,swimming_distress,indoor,natural,overhead,0.84
V1035,sample_1035.jpg,3,swimming_distress,indoor,natural,45_degree,0.82
V1036,sample_1036.jpg,3,swimming_distress,indoor,natural,overhead,0.95
V1037,sample_1037.jpg,2,drowning_passive,indoor,artificial,side_view,0.99
V1038,sample_1038.jpg,0,normal_swimming,indoor,artificial,side_view,0.9
V1039,sample_1039.jpg,1,drowning_active,indoor,low_light,45_degree,0.8
V1040,sample_1040.jpg,0,normal_swimming,indoor,artificial,45_degree,0.88
V1041,sample_1041.jpg,1,drowning_active,indoor,natural,overhead,0.97
V1042,sample_1042.jpg,0,normal_swimming,outdoor,low_light,overhead,0.82
V1043,sample_1043.jpg,1,drowning_active,outdoor,low_light,45_degree,0.81
V1044,sample_1044.jpg,2,drowning_passive,indoor,low_light,side_view,0.94
V1045,sample_1045.jpg,3,swimming_distress,outdoor,natural,overhead,0.87
V1046,sample_1046.jpg,1,drowning_active,outdoor,low_light,45_degree,0.95
V1047,sample_1047.jpg,2,drowning_passive,outdoor,artificial,45_degree,0.95
V1048,sample_1048.jpg,1,drowning_active,indoor,artificial,45_degree,0.89
V1049,sample_1049.jpg,1,drowning_active,indoor,artificial,overhead,0.94
V1050,sample_1050.jpg,3,swimming_distress,indoor,natural,overhead,0.97
V1051,sample_1051.jpg,3,swimming_distress,outdoor,natural,overhead,0.82
V1052,sample_1052.jpg,0,normal_swimming,outdoor,low_light,overhead,0.84
V1053,sample_1053.jpg,1,drowning_active,indoor,low_light,side_view,0.77
V1054,sample_1054.jpg,1,drowning_active,indoor,artificial,side_view,0.82
V1055,sample_1055.jpg,3,swimming_distress,outdoor,artificial,45_degree,0.92
V1056,sample_1056.jpg,2,drowning_passive,outdoor,low_light,side_view,0.8
V1057,sample_1057.jpg,0,normal_swimming,outdoor,low_light,overhead,0.83
V1058,sample_1058.jpg,2,drowning_passive,indoor,low_light,45_degree,0.84
V1059,sample_1059.jpg,2,drowning_passive,indoor,artificial,45_degree,0.94
V1060,sample_1060.jpg,0,normal_swimming,outdoor,artificial,45_degree,0.88
V1061,sample_1061.jpg,1,drowning_active,outdoor,natural,45_degree,0.87
V1062,sample_1062.jpg,1,drowning_active,indoor,low_light,side_view,0.94
V1063,sample_1063.jpg,3,swimming_distress,outdoor,artificial,overhead,0.75
V1064,sample_1064.jpg,1,drowning_active,outdoor,artificial,45_degree,0.95
V1065,sample_1065.jpg,0,normal_swimming,outdoor,natural,45_degree,0.75
V1066,sample_1066.jpg,2,drowning_passive,outdoor,low_light,side_view,0.77
